0,1,2,3
0.4349897708873981,0.21204945178890067,0.6809843746291107,1.0518924246237351
0.2739604679851789,0.24123776006500863,0.5624249196587632,0.7449605350527116
0.020510243244164506,0.4755325204414367,0.12084584602902027,0.10035450539562611
0.6964303077571853,0.2572440919138159,0.6002780346464603,0.9755966536724986
0.8333301404400412,0.07365064563515733,0.0875644676802445,0.6473155979569102
0.5078461557052757,0.12864275147572546,0.3457460615139877,0.8331965695093415
0.8715342084714446,0.93771277186471,0.24636025130953987,0.2878733536335138
0.406755025882627,0.16274551762567047,0.9681583501313029,1.3742606630332335
0.7324311962333449,0.5556120510714673,0.704600108162402,0.21776808714456064
0.06849364768725741,0.514572313690284,0.9982143835756159,0.9360515498089457
0.4554091254209637,0.4327821837098038,0.7296543335734584,0.30750787664398027
0.42633406502770677,0.5634458868242992,0.26907384203548834,0.011494714325389788
0.5824414937687598,0.9948075385159139,0.896331725488169,0.6052629961256077
0.05329417151865046,0.8047201865080628,0.7301613378620051,0.7824637568236931
0.625567379432644,0.8946485833808977,0.9043337731371687,1.1922596848142586
0.9053691077537098,0.6200157516833723,0.029992609765269407,-0.04509185005410528
0.2907888113182642,0.8670867415393779,0.28902081551391057,0.48806425735799963
0.4816223339357141,0.21266369947178698,0.4541237731609282,0.8632413110533064
0.70752499423777,0.37081320151421715,0.49554278179163713,0.1158032863459979
0.8221686747333822,0.7152388778266069,0.6139580643054813,1.2419428894834152
0.9245579565382619,0.9886447516450564,0.8423848323018981,0.43054650289345925
0.6348629469042419,0.20222804178755183,0.3025510013308522,0.8738010507572697
0.6489473803255397,0.8640773703056686,0.14525364678906327,0.6034886658656392
0.367673363967026,0.8705150923954053,0.18995522014357713,0.4322902896875318
0.06086827655382154,0.4050213695066729,0.5974300872953701,0.5494259156453111
0.48795184912160783,0.7049796566975575,0.8424113786632083,1.1809028120139788
0.09775980530497519,0.48172026962400394,0.15193806832896628,0.05471476205030458
0.10882208725943743,0.3649918662467322,0.7664772783702414,0.7135118712017836
0.8509084180702455,0.5001314992179026,0.30393078011930563,-0.5117078517227185
0.31944575275749476,0.12620998460192168,0.20975247421658805,0.5140981573691441
0.6386938048801903,0.5020481709188711,0.9677129155149246,0.3590928598547817
0.357013986586047,0.2171419586921931,0.9017610297264197,1.1962916905997867
0.8996999739950778,0.9544463476049557,0.3932189609398493,0.28579480363258714
0.5492698786148366,0.13279329808557783,0.8586111383499728,1.3917617965485005
0.7701824447186346,0.18012120840808732,0.1685199582000576,0.9183476573896814
0.151146412253931,0.640410639998161,0.5378586139669759,0.5560908955981182
0.9232997033150728,0.9003292537159059,0.506391298211604,0.8841282811576376
0.022388365810113164,0.45004315939968564,0.7793240552484073,0.7574367185688479
0.5969248608186709,0.3084897571892429,0.16142972154643376,0.19525429792878357
0.41304795541702577,0.7062960523686496,0.9396711490932055,1.230093262206661
0.8845795325101232,0.37061385126927915,0.46301271148590584,-0.010265820617725518
0.5454606893260919,0.10725457247258063,0.5887033652924735,1.0678469029013062
0.6142086827456,0.7046419633022896,0.41057096332694154,0.835150204635418
0.16574706169591646,0.9450559818705788,0.1760443919421798,0.17177159813819975
0.3147014393121599,0.26438475118326776,0.9205307434466026,1.0707835286135576
0.04655887336646758,0.25405657929792735,0.0453317475711259,0.07166030998104136
0.11838944809730756,0.1926734020149231,0.09684664839873414,0.20781546287463265
0.11908978428484607,0.9319485316841766,0.9985660814581843,1.0110822030136222
0.06183287808879867,0.4186132778669165,0.6595777754735493,0.6061112793939527
0.11091924997466607,0.08072677375254367,0.276266493685806,0.35639462448082515
0.8679863812263853,0.5318867269678188,0.44692115515205477,-0.2662688857974814
0.8058123056578249,0.8351567596755533,0.9274433281406298,1.635540702057133
0.9617674823499789,0.602300609290068,0.020617656096920456,-0.22680062444564383
0.19729228967084556,0.6851418657267007,0.07869542328093548,0.18486705820698648
0.19342547163530432,0.19086137021966065,0.5070042236547925,0.6894973449860241
0.36173215614566534,0.33353858685221993,0.6474097956596554,0.5777465197606263
0.8747395884415076,0.6153941617105715,0.629293661935753,0.5165535695414671
0.08134788153002526,0.6817454217137291,0.2821811119845511,0.323604426945219
0.8400218525393466,0.011804652987099873,0.2856801670316802,0.3846116894608611
0.1639085053709176,0.9426201402747467,0.26698305361638064,0.26674973944805996
0.0011911501398417235,0.37063828614811223,0.7301859361463335,0.7295483865937905
0.3219443210515761,0.42268475283119966,0.34372556758715345,0.05899080172927934
0.8739676747295592,0.2651037160951002,0.10666106668588549,0.5184011736156264
0.9046493277061894,0.37977556841664206,0.18241382277720564,-0.36949569762169976
0.7246702661600081,0.29243390358536225,0.8024406892340393,0.958642362156416
0.5600650405308759,0.07877724119410745,0.29504177481245275,0.6920067094352418
0.831726839992439,0.6253156617160228,0.049159258894394986,0.02418734478532285
0.10650270607494494,0.4356685998469394,0.2809989893851208,0.18116314956570986
0.8290301091585012,0.921937865198363,0.7319614632946937,0.9010488620039437
0.20163457705173415,0.02435395288875597,0.8386815275166329,0.887303529948191
